Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-10-09,Hercules Against the Moon Men,1964,https://boxd.it/4XYr35,1.5,,"<b>Deep Hurting</b>

* Hey, you got change for an 8-year-old?
* Jim Henson's Exodus Babies
* It's a life-size achievement award 
* Fur kills, I guess
* I'm sending you good vibes, Herc. I am!
* Hey Herc, James Brolin wants his beard back
* Herc will be back in Herc Goes Bananas","torrent, mst3k, sword & sandals, Sword & Sorcery",2023-10-08
2023-10-10,Sombre,1998,https://boxd.it/4Ygw1z,3.5,,"<blockquote><i>Art is a kind of umbrella that protects us from chaos. But we have to open cracks so that something of that rustle can reach us. And I think that cinema can be one of these cracks - all we need is for the blow to be struck.</i></blockquote>

The camera is out of focus, observing a quiet forest, a sunset, and a car on the highway

Jump scare to screaming children — “Thump him!” — “Look behind you!” — but we don’t see what they’re watching

A silent room of breath — a clothed man and a naked woman — “Spread your legs” — “Turn around” — “In the corner” — moans, struggle, silence

A kid walking blind-folded towards a barn — hands find a dead girl

Jean is a man driving along the Tour de France cycling route, finding and murdering prostitutes. In a rainstorm, he picks up Claire and takes her to her sister, Christine. Christine is into Jean, telling him that Claire is a virgin, but Jean’s violence erupts, and Claire offers herself instead

I read an interview with the filmmaker in which he talks about the violent stories in his films as fairy tales

<blockquote><i>Fairy tales [...] contain a great deal of violence and cruelty, like the desires that pass through us. They contain and reveal that founding, archaic, and animal part of us that is eventually tamed by society</i></blockquote>

The film steps into the extremes of eros and thanatos — the serial killer that chokes the life out of prostitutes during sex. It is the one who doesn’t fully know the pleasure of sex — whose first time and its pain are unknown experiences — that willfully goes into the hands of death to see what emerges. Part of the killer’s drive comes from the struggle for life — without it, his meaning evaporates

The film plays with the concept of the gaze by pulling you so intimately into the space of the characters that you have total distance from them — their world is overflowing with terrifying feelings and desires. But the way we look informs how we receive and respond to them. The sex people have — the noises and gestures they make — it becomes difficult to differentiate between those of pleasure and those of pain 

Like the soundtrack by Suicide’s Alan Vega, we get long moments of atmosphere. It’s difficult to tell what, if anything, is happening. The camera cannot see in the darkest rooms — it won’t look up to the helicopters or the passing bikers, nor will it zoom out and focus on what it sees. Most moments are almost mundane in that the camera barely looks at what is happening

I don’t think the movie succeeds at its goals, but the filmmaking itself is compelling. Coming from the art world, Grandrieux has an unusual eye, and it’s the boundaries he pushes there that I find more valuable than the moral transgressions he explores","vk, house of psychotic women, 1001 movies",2023-10-09
2023-10-10,Shin Godzilla,2016,https://boxd.it/4Yj5bN,2.5,,"<b><a href=""https://boxd.it/pmi12"" rel=""nofollow"">Hooptober X</a> | 12/34 | Distaster 2/2</b>

Underwater volcano eruption? A boiling sea? A creature on the ocean floor

A giant tail bursts from the water — ""Giant Unidentified Life Form""

As Japan tries to make a single decision, the creature changes forms — he can adapt to his environment because something something radiation

By the time the military strikes, it's in its 4th form. The American government gives it the codename Godzilla

This movie has all of the Godzilla bureaucracy you could ask for, as different Japanese committees meet to determine their course of action

Once he started glowing pink, I got more on board — about an hour in — after that, another 45 minutes before we saw him again

This movie, being the third of the Shin films I've watched — after <i>Shin Ultraman</i> and <i>Shin Kamen Rider</i> — doesn't do it any favors, especially when <i>Shin Ultraman</i> was wall-to-wall monsters

Still, I had a pleasant time watching this","dvd, hooptober, hooptoberx",2023-10-09
2023-10-10,Totally Killer,2023,https://boxd.it/4YkWwV,3,,"In 1987, The Sweet 16 Killer murdered three teens. Now, 35 years later, someone in the same mask kills Jamie's mom, putting the town on edge

Jamie's friend Amelia builds a time machine for the science fair based on her mother's designs. The killer returns to get her, and she hides in the machine, going back to 1987 before the murders took place

So you know that she has to try and stop that killer!

Blame TikTok for showing me a clip from this. Once Julie Bowden started doing fight choreography, I was on board

One of the kids has all of these VHS tapes
* Dune
* Terminator
* Reanimator
* Blade Runner
* Buckaroo Bonzai
* Empire Strikes Back
* Tron
* Innerspace
* Starfighter
* Scanners
* And they're watching Robocop

I had a great time watching this! Its concept of time travel is nonsense, but it is consistent... sort of

I wouldn't say this is a great movie, but it hit right in the sweet spot for a comfort movie",amazon prime,2023-10-09
2023-10-11,"As Above, So Below",2014,https://boxd.it/4Ywi0p,3.5,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 13/34 | Something is Underground</b>

<b>National Treasure, but make it spooky<b>

<blockquote><i>As above, so below — it’s said to be the key to all magic. It means that what is within me is outside of me. As it is on Earth, so it is in heaven. As I am, so are my cells, so are my atoms, so is God. Basically, as I believe the world to be, so it is.</i></blockquote>
In Iran, Scarlett Marlowe, an architect and Ph.D. student, breaks a seal to uncover the Rose Key. She narrowly escapes with footage of all the engravings.

The Rose Key translates alchemy formulas into Aramaic, guiding you to the Philosopher’s Stone. The Philosopher's Stone is an alchemical tool that can turn rock into gold and possibly grant eternal life. 

George, an old friend of Scarlett, knows Aramaic. With his help, they translate the clues. The evidence points to the Paris catacombs as the elusive hiding place of the philosopher’s stone.

George knows a guy who knows a guy that can get them into the forbidden area of the catacombs. They have a trillion opportunities to turn back, but Scarlett won’t stop. They go onward and downward.

Straight away, the movie lets you know it won’t adhere to logic in its filming or character motivations. Scarlett, like my boy Nic Cage, has a sixth sense for conjuring up outlandish conclusions.

The movie makes no sense, but the more it goes off the rails, the more fun I had — I couldn’t stop giggling. This is an awful movie, but I love it.","amazon prime, hooptober, hooptoberx, found footage",2023-10-10
2023-10-11,A Thousand and One,2023,https://boxd.it/4YAe7p,4,,"Inez (Teyana Taylor) is living at the shelter again. She finds Terry on the corner. She tells him she’s his mother and that she’s going to be around now.

After a head injury, Terry ends up in the hospital. Inez comes to visit but tells him she has to let him go back to foster care.
<blockquote><i>Why do you keep leaving me?</i></blockquote>
Inez offers him a chance to come with her for a few days. Days turn into years as they find a place to live. Inez gets some fake papers for Terry, so the foster care system can’t find them.
<blockquote><i>There’s more to life than fucked-up beginnings</i></blockquote>

Inez invites Lucky, a long-time on-and-off-again boy, to live with her and Terry. As Terry grows up, Lucky becomes a father figure.

As the years go on, things get more complex for them. But Terry is bright and intelligent. Maybe he can break the cycle and get out of his neighborhood.

The advertising for this movie is horrendous. This film may seem arthouse, but it’s a captivating, accessible mainstream movie.

We meet Terry at three ages. Each actor does a great job bringing out a different aspect of Terry. Watching that growth is one of the most rewarding parts of this movie.

The film delves into the complex relationship between Inez and Terry, exploring the impact of their individual traumatic experiences. The film also explores gentrification and systemic issues, showing how even good intentions can backfire.

This is a solid debut film from A.V. Rockwell. I hope the recognition critics are giving this presents more opportunities for her.",amazon prime,2023-10-10
2023-10-11,Showdown in Little Tokyo,1991,https://boxd.it/4YH2eR,,,"— You have the right to remain dead
— You have the biggest dick I've seen on a man
— I heard you coming","dvd, erin, neal, caitie",2023-10-10
2023-10-12,Apostle,2018,https://boxd.it/4YVDmr,3,,"<b><a href=""https://boxd.it/pmi12"" title=""Hooptober X"">Hooptober X</a> | 14/34 | Devil-centered 1/3
</b>
A cult has taken Thomas’ sister to their island. Thomas (Dan Stevens) must go in secret and rescue her. 
<blockquote><i>Don’t pay the ransom until you see her alive</i></blockquote>Among the flock, Thomas learns about Prophet Malcolm (played by Michael Sheen) and the god to whom he is a prophet. He also sees the mercy given to those who do not belong. Namely, none.

The movie balances honoring <i>The Wicker Man</i> and creating its own original storyline, exploring faith and the pain it takes to keep it alive.

Its violence is brutal (expected from Gareth Evans of <i>The Raid</i> fame) and doesn’t always feel necessary.

Despite its silliness, the script never failed to engage me. Overall, I enjoyed the secrets of the story and how it ended.","netflix, hooptober, hooptoberx",2023-10-11
2023-10-12,There's Something Wrong with the Children,2023,https://boxd.it/4YVVeZ,2,,"Two couples rent cabins in the wilderness for the weekend, and one couple brings their two kids along.

While there, they find a trail near their cabins. Machete in hand, they forge through and come across a massive abandoned building.

Inside the building, they find a bottomless pit. The pit seems to draw the kids in. One kid tries to step off the ledge, but Ben stops them.

Back at the camp, after a horrifying vision, Ben notices unusual behavior from the kids. To his dismay, no one else notices, and they grow frustrated with his accusations.

This is so stressful! Kids are the fucking worst. The movie’s biggest problem is that it relies on mediocre kid actors to do a lot of acting, and as their role becomes more complex, the film loses steam.

Overall, I like the idea behind this, but the execution left me wanting.",amazon prime,2023-10-10
2023-10-12,The Magic Sword,1962,https://boxd.it/4YXy0T,2.5,,"* Basil Rathbone with pesto please
* I guess you can be too thin
* I am furious (yellow)
* He's no ordinary animal, he's your father
* Seven swords for seven brothers, seven curses for seven brothers
* oh my braces, owie

I kind of like this! It's not the most interesting story, snd the acting is unremarkable, but some of the effects and set pieces are neat — the dragon looks cool as hell","torrent, mst3k, Sword & Sorcery",2023-10-11
2023-10-12,Perpetrator,2023,https://boxd.it/4YZ5Ql,4,,"<blockquote><i> I've been with you your whole life — I was just somebody else</i></blockquote>In a town where girls go missing and folks have nosebleeds, Jonny (Kiah McKirnan) goes to live with her great aunt Hildie (Alicia Silverstone) and experiences her family birthright: Forevering — a profound, spectral empathy where she feels all the feelings.

If you've seen any of Jennifer Reeder's movies, you won't be totally thrown by this surreal, skewed world — symbolic, hyperbolic, shrouded in a coded language that conveys the themes better than standard dialogue.

My favorite scene is when she goes to a party and starts accidentally mirroring people's gestures as she walks through.

No words can convey what this movie's deal is — you just have to check it out",shudder,2023-10-11
2023-10-13,Angel Heart,1987,https://boxd.it/4Z9ZIn,3.5,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 15/34 | Devil-Centered 2/3</a>

<b>New York, 1955</b>

<blockquote><i>Johnny was as close to true evil as she ever wanted to come</i></blockquote>
Harry Angel (Mickey Rourke) is a private detective hired by Louis Cyphre (Robert De Niro) to track down Johnny Favorite. Favorite was a famous crooner before the war. He’s been giving Cyphre the runaround, so Cyphre wants to know if he’s still alive.

What starts as a simple missing persons case pulls Angel into the deep end, sending him to Louisiana, the heart of the blues and voodoo. Also, the people that Angel questions are winding up dead.

Who’s going to get to Angel first? The cops or Johnny?

I love a sweaty neo-noir with a detective who is his own worst enemy. Religion and Americana saturate Angels’ world, yet he remains on the outside.

Structurally, the film slags a bit when the leads run dry. But the film built a textured atmosphere, and I didn’t mind watching Mickey Rourke run around and get beat up.

This is one of those films with a twist that I don’t think hurts knowing ahead of time, but I won’t ruin anyone’s fun.

The film is a blast! Check it out.

<b>*** SPOILER TALK ***</b>

* It’s wild that this story is about someone who changed their face to hide from Satan. Didn’t Mickey Rourke do that?

* Christopher Nolan said that this and <i>The Wall</i> were substantial influences on <i>Memento</i>. I can’t speak for <i>The Wall</i>, but Guy Pierce wears a suit nearly identical to Mickey Rourke’s in this. Also, you know, dude with memory loss who doesn’t realize he’s the villain.

* I know why De Niro’s nails were long (he’s Lucifer, duh), but that doesn’t mean they didn’t make me uncomfortable.

* I wanted chickens to play into the ending somehow, but maybe it’s better than they don’t.

* Very <i>Oldboy</i>, making him have sex with his daughter.","hoopla, hooptober, hooptoberx, lucifer, folk horror: a study, devil worship",2023-10-12
2023-10-14,Requiem,2006,https://boxd.it/4Zycyj,4,,"<b><a href=""https://boxd.it/pmi12"" title=""Hooptober X"">Hooptober X</a> | 16/34 | Devil-Centered 3/3
</b>
<i>There’s a reason for it all. I’m suffering for the greater good, for a higher purpose</i>

Michaela (Sandra Hüller) is a religious 21-year-old woman who has spent the past few years in the hospital because of epilepsy. After six months without an incident, her father supported her desire to go to college and get her teaching degree. Her mother, however, doesn't believe she can handle it

At school, Michaela makes a friend, Hanna (Anna Blomeier), and meets a boy at a party. She also starts to have epileptic episodes again. At first, Hanna and her father help cover for her. Hanna encourages her to see a doctor and get help

Initially, Michaela follows through with the doctor's visit, but the experience reminds her of the years in the hospital that seemed to have done nothing. She stops believing that they are epileptic seizures and believes that demons are tormenting her. Her priest tries to sway her to medicine, but the church vicar believes her and tells her she is suffering like Saint Katherine, who resisted the devil and found redemption in death

Shot on 00s digital gives the film a DIY aesthetic, making the story feel more personal drama than outright horror. The events are based on actual events but with names and locations changed — one of the rare instances where everything that happens on screen is believable

Sandra Hüller is so good! She has such a realized character, and her journey is so heartbreaking

Overall, this is an upsetting but human drama","amazon prime, hooptober, hooptoberx",2023-10-13
2023-10-15,Hercules and the Captive Women,1961,https://boxd.it/4ZQChp,2.5,,"* Meanwhile in the same scene
* Oh great, a Marmaduke ship
* Man Dance '92
* Now you're free! Oops!
* I don't doubt your words, just your intelligence
* Tonight's episode: Jack and Jill went up the hill to fetch a pail of MURDER
* Why do they worship The Banana Splits?","torrent, mst3k, Sword & Sandals",2023-10-13
2023-10-15,Torture Garden,1967,https://boxd.it/4ZQEc7,3,,"<b><a href=""https://boxd.it/pmi12"" rel=""nofollow"">Hooptober X</a> | 17/34 | Amicus | Decade 4/8 | 60s</b>

Dr. Diablo (Burgess Meredith) has a fairground sideshow called The Torture Garden. Within, he shows off different torture implements, one on a living human being. For a small fee, he will show you ""real"" torture. Five guests step through and experience visions.

<b>Enoch</b>

A man presses his dying uncle for a cut of his inheritance. The uncle dies, swearing he does not have one, but when the man finds a hidden basement with a coffin, he discovers a secret he would regret knowing.

<b>Terror Over Hollywood</b>

A duplicitous woman edges her way into a date that grants her access to a famous actor. She gets her wish, but her curiosity gets the best of her when one of her coworkers survives a gunshot wound to the head.

<b>Mr. Steinway</b>

A pianist's playing suffers when he dates someone new. His girlfriend asks him to choose between his piano career and her, but the choice is not up to him.

<b>The Man Who Collected Poe</b>

A man who collects Poe meets a collector who has several first editions and even unpublished works of Poe. The two become friends, but the man cannot bear to only look at these prizes.

I would usually give each story a review, but they are all similarly dopey and fun. They play more like parables than horror stories, where the person experiencing the vision demands answers to dark secrets.

The film is a silly but consistent horror anthology, perfect for a hungover Saturday.","hooptober, hooptoberx, britsploitation, horror anthology",2023-10-14
2023-10-15,Dr. Jekyll and Mr. Hyde,1931,https://boxd.it/4ZWsiJ,4,,"<blockquote><i>Free! Free at last!</i></blockquote>

Dr. Jekyll dedicates his life to helping others — everyone sees the good in him except his fiancee’s father, who only sees his social indecencies.

Jekyll treats a bar singer, Ivy, and she tries to seduce him. His colleague, Dr. Lanyon, steps in. Jekyll laments the impulses he cannot control, hinting at the ability to separate good and evil desires.

In his lab, Jekyll misses sleep and dinner engagements to develop a drug to release his evil impulses. While looking into the mirror, he takes the elixir and watches it change his appearance, giving him an ape-like appearance. He names his new persona Hyde.

Hyde tracks down the woman who tried to seduce Dr. Jekyll. He offers to support her financially to have her company. Rather than help her, he locks her away in her boarding house, raping and torturing her.

When he finally becomes Jekyll again, his guilt overcomes him, and he swears never to become Hyde again. Little does he know he may not have control over it.

This film is a technical marvel. It uses first-person to highlight the contrasts between how the world sees Jekyll and Hyde. The transformation scenes use color filters to make makeup changes appear in real-time.

The cinematography is beautiful. The camera seeks images that bring out the emotions in every scene. There are transitions in which they splice the film in half, showing two moments simultaneously.

Ivy seducing Jekyll is horny! She slips off her garters and stockings, swinging her bare leg from underneath the sheets. We also see her naked frame when she sits up in bed. I’m still surprised at what Hollywood got away with pre-Hayes code!

This is an outstanding adaptation of the Robert Louis Stevenson story and the best adaptation I’ve seen.","criterion channel, pre-code horror, genre: exploitation",2023-10-14
2023-10-16,Doctor Sleep,2019,https://boxd.it/509yAF,2.5,,"Danny and Wendy move to Florida after the events of <i>The Shining</i>. The spirit of Dick Hallorann shows up to Danny, showing him how to trap the evil spirits that want to consume his shine.

Years later, Danny is a drunk like his father, doing everything possible to dull the shine. He travels north to get a job in New Hampshire and join AA.

A girl in New Hampshire named Abra feels Danny’s shine and the two communicate with one another.

A group of psychic vampires called The True Knot build their numbers and seek children with the shine to torture and consume their pain. Abra experiences another child’s death, so she calls on Danny to help find these people. 

When Rosie, the leader of The True Knot, detects Abra watching, they set their sights on the biggest source of shine they’ve consumed.

I read the book a few years ago. It was beyond disappointing. It was easy enough to read, though, being a Stephen King book.

They do a good job at the vampire deaths, and it’s very satisfying to watch the evil folks squirm. But Danny and Abra are too strong together, so the stakes don’t feel high.

The reason <i>The Shining</i> movie works is that it throws away the parts of the book that try to over-explain everything.

This movie is a miniseries condensed into a bloated 2.5-hour movie. That’s what happens when you’re too married to the source material. This material was not worth it.


<b>***SPOILERS***</b>

The third act here is better than the <i>Doctor Sleep</i> book.

In <i>The Shining</i> book, The Overlook caught fire when the boilers overheated. When they go there in <i>Doctor Sleep</i>, Danny isn’t aware that he’s where The Overlook used to be.

This movie follows the events of <i>The Shining movie</i>, where The Overlook still stands. This also has <i>The Shining</i> book’s ending. The boiler overheats. The Overlook burns down.

All the tiny details from <i>The Shining</i> movie are satisfying, but it’s telling when the best parts of your movie are images from the previous one.",max,2023-10-14
2023-10-16,Dracula 3D,2012,https://boxd.it/50bTzn,1.5,,"<b><a href=""https://boxd.it/pmi12"" rel=""nofollow"">Hooptober X</a> | 18/34 | Worst Dracula available 
</b>
Bad wigs, poor acting, non-existent pacing, cheap sets, an Ed Wood-ass soundtrack, and artless cinematography come together for a remarkably inept movie

Rutger Hauer is doing his damnedest to make his scenes work. I'm not saying he's great here, just noticeably better

Why does Dracula have a picture book explaining his secret?

How did four people write this?

It's Dracula, alright. But a horny opening and ridiculous effects aren't enough to save this bad boy","amc+, hooptober, hooptoberx",2023-10-15
2023-10-16,Manhunt in Space,1954,https://boxd.it/50jtQ9,2,,"* An adventure from tomorrow for today's troubled teens
* You ever dance with the devil in the pale moonlight?
* This is the dark forbidden area, full of secrets and shame
* Nice booger collection 
* I'm not a traitor!","torrent, mst3k",2023-10-15
2023-10-16,Lake of the Dead,1958,https://boxd.it/50lmdj,3.5,,"(review pending)

EDIT 02/26/24 — damn I never came back to this! I guess I'll have to watch it again (:","shudder, folk horror: a study",2023-10-15
2023-10-17,The Rocky Horror Picture Show,1975,https://boxd.it/50yTZL,2.5,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 19/34 | LGBTQ+ connected | Decades 5/8 | 70s</b>

Janet and her visibly gay boyfriend, Brad, watch two friends get married. He does what he’s supposed to do and proposes to her.

They drive off in a storm on their honeymoon. They hit an inexplicable dead end, get a flat tire, and walk to the castle they passed.

A pale, balding man answers the door, reluctantly letting them in. Then they do the <i>Time Warp</i>, the one song I know from this.

Then Frank N Furter shows up, the transexual transvestite from Transylvania. The guests strip down Janet and Brad and invite them up to Frank’s laboratory, where he shows off his invention, Rocky.

Then all hell breaks loose.

Yes, this is my first time watching it. Unfortunately, it’s on a computer screen.

It would require a crowd for me to get into this type of musical — a musical where no one sings or dances well, and the songs suck — a musical where the <em>SPIRIT</em> makes it enjoyable. Another way of putting it is that I should’ve seen this at a younger age if I was to get more out of it.","hulu, hooptober, hooptoberx, britsploitation, british sexploitation, rocksploitation, sexploitation",2023-10-16
2023-10-18,Mission to Mars,2000,https://boxd.it/50Q23F,2,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 20/34 | De Palma</b>

Some astronauts have a BBQ before going on a big Mars mission.

We’re on Mars and the astronauts see a mountain in front of them. As they approach, sands swirl like a cyclone, driving further and further into the air, worming into a monster, killing several men. Don Cheadle survives.

Where the mountain was, we see a giant stone face.

NASA sends a rescue team for Don Cheadle. Though they have some issues along the way, their biggest surprise comes when they find Don Cheadle and learn what he has discovered.

I’ve only seen the end of the movie. Turns out, you don’t need to see the rest of the movie — it changes nothing about it.

I’m sure this is the movie Elon Musk saw and said, “See, I told you it was possible!”

The special effects are pretty good for 2000, even if what they’re depicting is silly.

For a space movie, this isn’t all that fun or interesting.


<b>*** SPOILERS ***</b>

The creation museum ending is so half-baked that it makes all the build-up to it a bummer. Also, the filmmakers put so much of the film following their trouble getting there. And it doesn’t matter (beyond Tim Robbins’ character dying).

Compare this with a similar movie, <i>Contact</i>, and you can see how uninspired and flat this movie is.","hooptober, hooptoberx",2023-10-17
2023-10-19,New Nightmare,1994,https://boxd.it/51cEKr,2,,"<b><a href=""https://boxd.it/pmi12"" title=""Hooptober X "">Hooptober X </a>| 21/34 | Wes Craven | Decades 6/8 | 90s</b>

Freddy cuts off his hand. CUT! We're on a movie set, and the props department is pumping fake blood and tinkering with animatronic claws. The claws come alive and stab someone in the neck. They walk around like Thing, going stabby stabby

EARTHQUAKE! Heather Langenkamp wakes up with her husband and child and runs to safety 

She gets a call from New Line Cinema that Wes Craven is having nightmares again, and he has a new one in mind

While driving home, her husband gets in a bad wreck and dies. When Heather sees the body, he has claw marks down his chest. Not only that, Wes Craven's script is running eerily similar to Heather's life

So much of this movie is about her kid acting weird — I feel like filmmakers exhausted the trope before this

The movie doesn't get fun... well, at all. But the closest it gets isn't until the last 20 minutes

So many car phones, the wave of the future

In the end, it's self-justifying, but wasn't worth making, with Wes Craven or otherwise

<b>*** SPOILERS ***</b>
This Freddy is supposed to be darker and scarier, but besides his clothes and claws, he's the same. His tongue is pretty gross, though","max, hooptober, hooptoberx, Slasher",2023-10-18
2023-10-20,Gothic,1986,https://boxd.it/51nz6D,3,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 22/34 | Ken Russell | Decades 7/8 | 80s</b>

The film is a fictionalized telling of Mary Shelley and Percy Bysshe Shelley visiting Lord Byron’s Villa Diodati. During that time, the household drops acid and has a horror writing competition. Though fiction, we know one truth from this: Mary Shelley wrote Frankenstein.

The film performs a cartoonish sadism that seeks to provoke like <i>The Devils</i> in a world akin to <i>Lisztomania</i>. Instead, it takes the Romantic setting and paints a drug-induced orgy of images that, while striking, doesn’t add up to a compelling story.

Thomas Dolby’s soundtrack is 80s pulp synth.

This is the earliest Timothy Spall role I’ve seen. He’s kookie as hell.

Myriam Cyr has permanent acid eyes.

We get to see Julian Sands’s ass.

It’s a little gay — Byron and Shelley share some intimate moments, but nothing substantial.

It features one of my favorite paintings, Fuseli’s <i>The Nightmare</i> — I love that spooky horse peaking from the curtains.

By the end, it gets really wild, and I can appreciate it for that.","tubi, hooptober, hooptoberx",2023-10-19
2023-10-21,Dial M for Murder,1954,https://boxd.it/51IXSt,3.5,,"<b><a href=""https://boxd.it/pmi12"">Hooptober X</a> | 23/34 | Hitchcock | Decades 8/8 | 50s </b>

<blockquote><i>— Do you really believe in the perfect murder?
— Yes, absolutely. On paper, that is. And I think I could plan one better than most people, but I doubt if I could carry it out.
— Oh? Why not?
— Because, in stories, things usually turn out the way the author wants them to, and in real life, they don’t.
</i>
</blockquote>


Tony invites Charles over under the pretense of purchasing his car.

Talk exchanged, crimes uncovered, and fingerprints captured, Tony entraps Charles. Tony coerces Charles into a plot to murder Tony’s wife, Margot, because Margot is having an affair with Mark, an author. Tony will also pay Charles for it.

It’s no fun if everything goes according to plan, so Tony has to think on his feet and concoct a new plan.

The first act is perfect fun — watching every detail unfold as we learn what type of story we’re getting into. 

The movie loses me a bit after the intermission, but once Mark tries to solve the case himself, the drama picks up. But it’s all so talk-heavy, it’s hard to keep the energy up.

It’s the cinematography that makes this one stand out to me. The way it uses the apartment space to find dramatic angles and compositions is so satisfying.

The lighting also creates beautiful compositions and striking images.

 I enjoyed this a good bit.","tubi, hooptober, hooptoberx",2023-10-20
2023-10-21,Berlin Alexanderplatz,1980,https://boxd.it/51Mk6X,4.5,,"<blockquote><i>And I turned and saw the injustice of everything that took place beneath the sun</i></blockquote><b>Betlin, 1928</b>

Franz Biberkopf served four years in prison for murdering his girlfriend. Now, he is in a loud city where he feels he doesn't belong. He will try and give an honest go at it for once in his life.

The story unfolds from there but also unwinds, slackening at the edges — what would be a single scene in a movie or show becomes an entire episode of soliloquy and discursion, a disassociating narrator who feels like he's watching a different part of the show

In this restored version — the original was a dark garbled mess that pissed off German audiences — the lighting and coloring read like historical melodrama. And it is that, but it also isn't that? All I can say is that Fassbinder manages to fuck with the story and still tell the story

The cinematography often lives in extended single takes that are only ""cut"" by the camera moving to another position — perfect for the stage play-like speeches that play throughout the show.

Our hero rapes, beats and bloodies, lies, cheats, sells Nazi propaganda, kills animals, laughs at a man killing his wife and three kids, and worst of all, rejects Communism (Joking!)

The endless drunken evenings, lovers coming and going, friends who instantly turn to adversaries — no lasting relief, just life, and its casual punishments.

But it has an impact — the cruelty that Franz gives and receives breaks my heart.

About halfway through the show, it actually becomes a crime story — Franz gives up the honest pursuit and takes the work that will make him money to live, but the cost is higher than he could imagine.

Franz is archetypal and totally foreign to me — somewhere between Ignatius J. Reilly and Tony Soprano, with a dash of Job from the Christian bible — a child who only thinks the honest are fooling him.

Franz's relationship with Reinhold is a love I can only compare to Hannibal and Will Graham in the <i>Hannibal</i> TV show: it is selfish, demands its own way, and lingers in suffering.
<blockquote><i>Love Has Its Price</i></blockquote>The epilogue is probably what most people remember. It contains two extended fantasy sequences that seem to exist in Franz's mind. It's a film that requires the entire story up to this point to mean anything and contains some of the most memorable imagery of the show.

The pacing in this show makes <i>Twin Peaks: The Return</i> look taut. Both exercise patience and expectation, but from almost opposite angles — <i>Twin Peaks </i>creates a surrealist hyperreality, while this creates a hyperreal banality.

Also, both are boring until they aren't. Or maybe both of them fucked with my perception of time. It's one of those experiences where the series teaches you how to watch it.

A genuinely singular experience

<blockquote><i>There is a reaper whose name is Death. And he arrives on hatchets and knives, blowing a little flute. Then he opens wide his jaws, and he takes out his trumpet. Will he blow the trumpet? Will he beat the drum? Will the terrible black battering ram come? Ever so softly.</i></blockquote>","dvd, criterion",2023-10-20
2023-10-22,Carlito's Way,1993,https://boxd.it/523u7F,3.5,,"Like a veritable Franz Biberkopf, Carlito (Al Pacino) leaves prison after five years and proclaims that he will go straight and retire to Paradise. His lawyer and best friend, David (Sean Penn), helped him get out on technicalities and doesn't believe Carlito can change.

After a small favor for some capital turns nasty, Carlito uses the earnings to buy a share of El Paradiso so he can make enough honest money to retire for good.

David's getting into trouble, doing an 80s-worth of coke, and stealing millions from clients in prison. So now he has to bust a guy out of Rikers, and he's guilted Carlito into helping him.

If I had seen this before Mission to Mars, I might have called this a lesser De Palma. By lesser, I don't mean bad, though. This movie is good, even though it made a few unfortunate choices (mostly the casting for this Puerto Rican gangster story). It's just sitting next to some of the best movies I've seen in De Palma's filmography.

The movie has stellar music choices — some of my favorite disco/dance numbers.

*** Complaining ***
Pacino's Puerto Rican accent is fucking abysmal.

Viggo Mortensen showing up with a mouth full of Chicano slang is embarrassing.",dvd,2023-10-21
2023-10-22,Fire Maidens of Outer Space,1956,https://boxd.it/52f0dn,1,,"* I wonder if they're volunteer fire maidens
* Mom, you still on hold?
* See? Mommy like its
* Did you poison your dad just so we could go on a date?
* Do you see a barbecued mime back there?
* This is what happens when you send your kids to an all-girls school","torrent, mst3k, britsploitation, Scifiploitation",2023-10-21
2023-10-23,Synchronic,2019,https://boxd.it/52n643,3,,"<b><a href=""https://boxd.it/pmi12"" title=""Hooptober X"">Hooptober X</a> | 24/34 | Moorhead & Benson</b>

Two paramedics, Steve (Anthony Mackie) and Dennis (Jamie Dornan) keep arriving at bizarre deaths — stab wounds but no blade, burn victims but no fire. At each scene, they find a drug called Synchronic.

When Dennis's daughter, Brianna, disappears after taking Synchronic, Steve investigates and studies the drug to understand what happened to Brianna and the others.

Steve learns that the drug targets the pineal gland, making you experience time as it is — the whole record, not just the needle in the groove. More accurately, it jumps you back in time.

With a soft pineal gland, like someone younger than an adult, you experience different times. Steve happens to have a fatal brain tumor that makes his pineal gland softer than average.

You see where this is going.

While it rests on an astounding number of coincidences — all while the characters talk about randomness, chance, and luck — and half-baked explanations for what Synchronic does, the experience is still pretty fun.

The discussions of life and death, while not profound, ground the story and express where the storytellers cared the most.

The ending, however, is nonsense.

<b>Stray Thoughts</b>
* I appreciate the hostile past the movie presents, especially for our Black lead. Time travel would suck for the majority of people.
* I like seeing Anthony Mackey in a non-Marvel project! He isn't amazing, but he commits, and it helps this movie a lot.
* Acting like Jamie Dornan is ugly is the least believable part of this movie. His American accent is shit, just let him be Irish.","netflix, hooptober, hooptoberx",2023-10-22
